བཅས,198
གང་ཡིན,197
དག,196
སྒོ,195
ཟག,194
ཕར,194
དར,193
སུམ,193
རིགས,191
མཚམས,187
རྡོ,186
དུ,184
སྨན,180
མཛད,180
སྡེ,180
སྣང,180
ཚ,179
སང,178
གནང,178
ཡོན,178
གཉེན,177
གྲུབ,177
མེ,177
བདེན,176
ཁག,176
སྟོང,175
བྱེ,175
གོང,174
ཤིན,173
རྩོད,173
སྒྲུབ,172
བག,171
བརྒྱབ,171
བེད,170
རོགས,168
འཕགས,168
བྲལ,168
མཐོ,166
མིན,166
སྟོན,166
བདུན,166
ཅེས,165
ཉོན་མོངས,165
ཕྱོགས,164
མགོ,164
རྩོམ,163
ནད,163
དབུ,163
རིང,162
ཚོར,162
འདྲ་མི,160
དཔྱད,159
ཁོར,159
དམ,158
དྲ,157
ཏིང,157
གྲོང,157
འཁོར,157
གཞི,157
ཚད,157
ཡང་དག,156
འཕེལ,156
ཁྱོན,154
མཁན,153
དྲུག,153
རུང,153
ཇོ,152
ཙམ་པ,152
ནུས,151
ཐག,151
རྒྱག,151
རྟོགས,151
ཐོན,151
ཤ,151
དཀོན,150
འགྲེལ,150
ཆེད,150
ཅིའི,149
རབ,148
སྒང,147
དབྱིན,145
དོ,144
ཁྱེད་རང,144
དབྱེ,144
སྲུང,143
གློག,143
ཚན,143
གཞུང,142
མོ,142
འགན,142
ཆོ,141
ནོར,141
དགོང,140
བུད,140
ང་རང,139
གསང,139
སྐབས,138
ཞུ,138
ཕྱིན,137
ཚུལ,137
གནམ,136
བགྲོ,136
དེའི,136
རྟག,136
ཀྲུང,135
རྟགས,134
གནོད,134
འཛམ,133
སྲོག,133
གཏན,133
ལུས,132
སྣ,132
ཁང,132
ངེད,132
དགོངས,131
སྐོར,130
ཕོ,130
གོམས,129
འདུལ,129
རྒྱུན,128
བཀྲ་ཤིས,128
རྩེ,128
རྙེད,127
བསྡུས,126
དགྲ,125
རྦད,125
མང་ཆེ,125
བརྒྱ,124
ཞལ,124
ཏིང་ངེ,123
གུས,123
ཤི,123
ཞི,123
ཐལ,123
ཞུགས,122
མདའ,121
གྲོགས,121
ལུང,121
འབྲི,120
རྟེན,120
ལྷན,120
རྐང,119
བསོད,119
ཤིང,118
ཐབས,118
རྒྱབ,118
འཐོབ,118
གནའ,118
ཙ,118
སླེབས,117
འདོན,117
རྣམ་པར,117
མ་འོངས,117
ཚིག,116
རྐུ,116
ཐར,116
ཇི་ལྟ,116
གདན,116
རྫོགས,115
རྙིང,115
སྨྲ,115
ཀློག,114
ཆང,114
འཆི,114
ཕེབས,113
སྦོམ,113
སྐལ,113
བལྟ,113
འགོག,113
འདས,113
ཚོང,112
བཟང,112
ཤུགས,112
གནད,112
བཟོས,111
སྤང,111
བརྒྱད,111
ཕུང,111
ཉན,110
དམངས,110
སྐྱིད,109
གྲོལ,109
ཕྲ,108
ཆོག,108
ཅེས་བྱ,108
སྤྲུལ,108
སྐྱབས,108
དེ་འདྲ,108
སྲོལ,108
མགྱོགས,107
བཙན,107
སྒོར,106
དཔལ,106
ཕུན,105
ཞུས,105
གཙུག,105
ཐུག,105
ཞིང,103
གསོ,103
མདོ,103
སྦྱར,103
སྙོམས,103
ཐུགས་རྗེ,103
བྱིས,103
དྲང,102
སེར,102
ཡོད་ས,102
ཟད,102
ཆར,102
སྤྲད,101
སྐར,101
ཞབས,101
སྦྱོང,101
མིག,101
མྱ,100
རྐྱང,100
ཟིན,99
སྨོན,99
ཅེ,99
དམར,99
,98
གཏོར,98
བཅོ,98
མི་འདྲ,97
རྩེད,97
བྲིས,97
སྒྲ,97
བརྒྱུད,97
སྨོས,96
ཕམ,96
པར,96
ཐུན,95
དབྱར,95
བསྒྱུར,95
ཤོག,94
མཚོ,93
སྤེལ,93
མར,93
ཕུལ,92
ཉལ,92
རེག,92
བཀའ་སྩལ,92
རྟ,92
ནག,92
བཟོད,90
འགལ,90
བསྐྱེད,90
བྱང་ཆུབ,89
འོང,89
ཕྱིར,89
དོགས,89
གཙུག་ལག,88
བྱིན,88
རག,87
ཀ,87
ཤར,87
སྒྲོལ,87
མ་ཐུབ,87
གཞག,87
གཏང,87
ལན,87
དགུ,86
ཆད,86
མཚུངས,86
མྱོང,86
རྟོག,86
སྡིག,86
ཁམས,85
འཇིག་རྟེན,84
ཡོངས,84
ཁྱབ,84
དགྲ་བཅོམ,84
གྲང,84
འབྲོག,83
བསྟེན,83
འི,83
སྐྱ,83
ཚེ་རིང,82
འཇིགས,82
སྨྲས,82
མ་ཤེས,82
དཔེ་ཡག,82
སྤངས,82
བྱམས,81
མུ,81
དེ་ག,81
གྲ,81
རྒྱས,80
གཞོན,80
བསྒྲུབ,80
འཕྲོ,80
སྦྱང,79
པ,79
བཞུགས,79
གླེང,79
དགག,79
ཉེན,78
འདུས,78
མཛེས,78
བལྟས,77
བླངས,77
བསྒོམ,77
བཟའ,77
འགྲིག,77
གཏམ,76
སངས་རྒྱས,76
ཁེ,76
ཆ་བཞག,76
བསམ་གཏན,76
ཁོ་རང,76
འོད,76
ལོག,75
ར,75
གྲགས,75
སྤོང,75
ཡེ,75
ཕྱག་འཚལ,74
རླུང,74
ལྟོས,74
ཁུ,74
ཅ,74
འོས,74
གཉི,74
འབྱེད,73
ཕྱེད,73
གོས,73
བརྩམས,73
སྦྱངས,72
གསོལ,72
འགོ,72
མཐར,72
བགོ,72
ཉེར,72
ཆབ,71
བཀྲ་ཤིས་བདེ,71
རྗེ,71
སྒྱུ,71
མཁྱེན,71
པད,70
ངན,70
བརྟན,70
གངས,70
གཟུགས་མེད,70
ངག,70
ཉུང,70
འཇམ,70
བ,70
དེ་ཁོ,70
འཐུང,69
བསྙེན,69
སྙམ,69
མི་རྟག,68
དཀོན་མཆོག,68
བརྐུས,68
གསེར,68
འགའ,67
མཐོན,67
ཅུང,67
སྤྲང,67
ཕག,67
ཇོ་བོ,67
རྒྱུགས,67
གཉེར,66
མདོར,66
འཛུགས,66
དུད,66
རྙོག,66
བརྟག,66
མཇུག,65
ཡུན,65
ཕྱེ,65
གླུ,65
ཕུན་སུམ,65
སེང,65
གད,65
གུང,65
ཇེ,64
-ང,64
ཟས,64
ཕུན་སུམ་ཚོགས,64
ཇོ་བོ་རིན,64
དེ་ལྟ་བས,63
མ་སོང,63
ཡན་ལག,63
དཀྱིལ,63
ཐོས,63
ཁྱད་པར,63
གྲངས,62
ལྷུང,62
གཟའ,62
རྨང,62
ཨང,62
འཇོག,62
འཆར,62
ནུབ,61
ཤོ,61
ཁྲི,61
བཤགས,61
ཐང,61
སྐྱོ,61
སྤྱད,61
འདའ,61
ཆོས་ཤེས,61
དགེ་འདུན,61
གྲོ,61
རེད་འདུག,60
བརྡ,60
འོག,60
བཞིན,60
གཙོ་ཆེ,60
དེ་མ,60
འཁྲབ,60
བརྩི,60
བཀག,60
དབུས,59
གྲོས,59
མ་འདྲ,59
རྡ,59
-ཁྱེད,59
ཉིས,59
བཏགས,59
གཡས,58
ཤེ,58
འགྱོད,58
ལྕགས,58
ཉོ,58
པགས,58
ལོངས,58
ཐེལ,58
བཅད,57
བརྟེན,57
འཚལ,57
སྡོད,57
དེ་བཞིན,57
ཇ,57
བརྩོན,56
བཅོས,56
ཡིན་གཅིག,56
རྒྱུད,56
རྡོག,56
ཡིན་གཅིག་མིན,56
རྩམ,55
མོས,55
ཐེངས,55
དྲིས,55
བཀོད,55
གལ་ཡོད,55
མདུན,55
འདྲ་མ,54
མ་བྱས,54
ཆུད,54
ཐེ,54
མངའ,54
ཉི་ཤུ,54
བསྐུར,54
སྒོམ,53
ཞིམ,53
འབད,53
ནགས,53
གལ་ཡོད་མ,53
སྐམ,53
སྟོབས,53
དཔེ་མང,53
བླུགས,53
རྩྭ,53
རོ,53
དུག,53
རུས,53
ནས,52
དཔར,52
དགུན,52
བླང,51
བརྟུལ,51
དེ་བཞིན་གཤེགས,51
གཉིད,51
སྟོད,51
ཝ,51
-ག,51
སྤྲོ,51
འདི་ལྟ,51
མིང,51
ཚངས,50
ལུགས,50
དངུལ,50
འབུམ,50
མི་མཐུན,50
གློ,50
གྱོན,50
-ཡིན,50
དེ་འདྲ་ཡིན,50
ཁས,50
བཏོན,49
སྟབས,49
སྐྲག,49
སི,49
ཅིག,48
གྲུ,48
འགྲན,48
ག་རེ,48
མདོག,48
རྣ,48
འབུལ,48
ལྷག་པར,48
འཕྲུལ,47
བསགས,47
ག་འདྲ,47
རྫ,47
སྨིན,47
རྩིས,47
སྐྱོན,47
འགྲུབ,47
འཕྲིན,47
འཆམ,47
རོལ,47
འབའ,47
མགྲོན,47
སྐྱེད,46
གླིང,46
རླངས,46
དམན,46
ཚུར,46
མ་གཏོགས,46
བརྗེ,46
གདོང,46
དེ་ལ,46
བྲོ,46
ཟོ,46
ཨའུ,46
-ད,45
ཐ་དད,45
འཐུས,45
སྒྱུར,45
སོགས,45
བསྟན་འཛིན,45
འདེབས,45
གེ,45
-ཁ,45
རྡ་རམ,45
ངལ,45
མྱོས,45
མཇལ,44
གཡང,44
ཏན,44
མི་དགོས,44
ཚོད,44
སྡུག་བསྔལ,44
ཐོགས,44
རྒྱན,44
སྤོ,44
དགེ་བཤེས,43
ཧ་གོ,43
སྤུན,43
གླང,43
རྡ་རམ་ས,43
འཕྲོད,43
སིལ,43
ཡོད་རེད,43
བརྩེ,43
དཔག,43
སྡེར,42
གདོན,42
ལས་སླ,42
མི་གཡོ,42
བཅའ,42
སུ,42
ཁུར,42
ཡོ,42
ཟབ,42
བང,42
མནའ,42
ཞིག,42
རྨི,42
བཅུག,42
བཏུང,42
བསྐོར,41
འཐེན,41
རྫུ,41
རྣལ,41
གཏིང,41
ག་རེ་བྱས,41
གཟུང,41
ལངས,41
ཐད,41
མི་དགེ,41
ཐོ,41
བོད་རིག,41
མགོན,41
སློང,41
ཡིན་ཡིན,41
-དེ་ཡིན,40
ལྟེ,40
རྐེད,40
ལྷོད,40
བརྙན,40
རྒྱུས,40
གོན,40
འདྲི,40
གཡོ,40
ཤམ,40
ཞེན,39
དགེ་སློང,39
ཕྲན,39
རྒྱང,39
བརྟགས,39
བསུ,39
ལོ་ཙཱ,39
མི་ཤེས,39
སྣེ,39
གལ་ཆེ,38
མི་སློབ,38
རྣམ་པ,38
ཨོ,38
ཉི་ཤུ་རྩ,38
བྱང་ཆུབ་ཀྱི,38
འཁྱེར,38
དྲག,38
རྫུན,38
རྡོ་རྗེ,38
སླ,38
-བྱས,38
བསྡུ,38
གཏོགས,38
བསྐྱར,37
ཤོར,37
འདོགས,37
གཞུག,37
སྤྱང,37
ཚོན,37
འབབ,37
བརྟུལ་ཞུགས,37
མདོག་ཁ,37
གོམ,37
བསྟོད,36
སྐུལ,36
བསང,36
སྲེད,36
ད་ལྟ,36
དཔྱོད,36
ཐེག,36
ཀླུ,36
སླར,36
ཕབ,36
སྐད་ཅིག,36
ཞིབ་འཇུག,36
ཉེས་པ,36
སྤུ,36
མཆུ,36
འཕོ,36
དྲོ,36
ཉེས་པ་སྦོམ,36
གཟབ,35
རྩོམ་པ,35
འཚམས,35
མདང,35
ཐབ,35
ཀིརྟི,35
གཅོད,35
བསམ་བློ,35
-དངོས,35
གསོད,35
བྲག,35
ཡིན་པ,35
དུང,35
རྔ,35
མི་ཐུབ,35
མྱུར,35
དེས,34
-རྒན,34
དྲིན,34
རྩ་བའི,34
ཧང,34
ཕྲེང,34
ཟུར,34
སྤོབས,34
ཐུང,34
འོངས,34
དང་བཅས,34
ཀུ,34
-ལགས,34
སྤྱན,34
ཁྱོད་རང,33
ཁྲིད,33
ལྷོ,33
བགྲང,33
སྒྲིབ,33
རྣམ་པར་གྲོལ,33
བཀྲུ,33
བློ་བཟང,33
གཤེགས,33
གདུང,33
-ས,33
བློན,33
དགེ་ཚུལ,33
ནང་ལོགས,33
དགེ་བའི,33
མི་འགྱུར,32
རྒྱ་ཆེན,32
ཉག,32
རྒྱུག,32
ལུག,32
འབྱོར,32
གཞིས,32
ཧ་ལས,32
འབྲུ,32
གདེང,32
འབར,32
བསྐལ,32
སྐྱེ་བ,32
བསལ,32
བཟུང,31
གསོན,31
བུམ,31
རབ་དང་རིམ,31
རབ་དང,31
སྟོང་པ,31
གཅིག་བྱས,31
རྫོང,31
མོག,31
ཤུགས་ཆེན,31
གང་ཡིན་ཟེར,31
ཚེས,31
༸གོང,31
དམའ,31
གང་ཞེ,31
དེབ,31
བསིལ,31
མན,31
ཚགས,31
མཁའ,31
སྐྱོར,30
གྱ,30
འདྲེས,30
བརྐུ,30
བྱུ,30
རགས,30
ལོགས,30
ཚོ,30
བསྐང,30
རབ་ཏུ,30
སོག,30
ཉི་མ,30
གདོད,30
བྱང་ཆུབ་སེམས,30
ཨེམ,29
དེ་ལྟར,29
ཀོ,29
སྤྲོད,29
རྣམ་པར་ཤེས,29
རེའུ,29
རྗེས་སུ,29
འདྲེན,29
ངེས་པར,29
རྔོན,29
ཨུ,29
སྙིང་རྗེ,29
གདོན་མི,29
ལེ,28
ཉར,28
གསད,28
སྦྲང,28
ཆོམ,28
བདག་མེད,28
དཔའ,28
དག་པ,28
གླ,28
དེ་ནས,28
སུམ་ཅུ,28
མ་བཏང,28
མངར,28
པཎ,28
རྨོངས,28
ཆོད,28
ཆིག,27
དོར,27
གདོན་མི་ཟ,27
གང་ལ,27
དབེན,27
སྔར,27
འཚོལ,27
ཉིང,27
ཞྭ,27
ཡོད་ས་རེད,27
བཟློག,27
ཁུག,27
གྲོད,27
འཆད,27
ལྕི,27
མི་སྡུག,27
ཡོད་ན,27
རིལ,27
བསྐྲུན,27
ལྷམ,27
བྱི,26
མཁན་རིན,26
འཁྲིག,26
བཏབ,26
རྐུན,26
སྦྲུམ,26
གནངས,26
སྔོ,26
ཚུགས,26
འབྱིན,26
མཉེན,26
འཕྲད,26
ཚེ་རིང་དཔལ,26
དགུང,26
འབྲང,26
འདུན,26
སྐྲ,26
འདྲ་མིན,26
སྟབས་བདེ,26
མགར,26
རུ,26
གཡུ,26
མལ,26
ཉོས,26
དང་ལྡན,26
དཔེར་ཆ་བཞག,25
ཧ་མ,25
ཧང་སང,25
སྐྱག,25
བཙུགས,25
དགེ་འདུན་ཆོས,25
ཆོས་ཀྱི,25
ནི,25
འཁྲུལ,25
རྫས,25
སྐྱེལ,25
དཔེར་ཆ,25
གང་ལ་གང,25
མེས,25
ཀུན་འབྱུང,25
མི་བྱེད,25
གཟའ་ཉི,25
སྦུ,25
སྒྲུང,25
རྒོད,25
ཕྱགས,25
༸གོང་ས,25
མཛའ,25
བཀའ་དྲིན,25
ཕྱུར,25
མཁན་རིན་པོ,25
མ་བྱུང,25
-མ,25
གཤིས,25
ཁོག,25
བསམ་གཏན་བཞི,25
འགྲུལ,25
སེལ,25
འགྲེམ,24
གཟི,24
ལྡེ,24
ཉེ་བ,24
དམག,24
ཙི,24
དཔེ་གལ,24
བསྐྱལ,24
ཚན་རིག,24
སྒུག,24
བཞེས,24
ཁྲོན,24
མུན,24
ཐོད,24
ལྟད,24
ཇི་ལྟ་བ,24
གཉའ,24
འཚོགས,24
ལི,24
དཔོན,24
རྟགས་མ,24
བསམ་པའི,23
སྡོང,23
བསྡོམས,23
སྒེའུ,23
གཟིགས,23
རྩ་བ,23
ཕ་རོལ,23
དཀྲུག,23
འཁྲིད,23
འཕྲོག,23
གནོན,23
ཡུལ་སྐོར,23
ཁྲག,23
བཙལ,23
སོར,23
ཤག,23
འདུ་ཤེས,23
ཕྱིན་ཅི,23
ཡིན་པའི,23
དཔེ་གལ་ཆེན,23
སྙན་ངག,23
གར,23
ས་འོག,23
གནའ་སྔ,23
གཏམས,23
འདྲ་མིན་སྣ,23
ལང,23
སྐྱུར,23
ཡིད་བདེ,23
ཙོང,23
ཐག་རིང,23
བཅིངས,23
-སོ,23
ཚོས,23
ཆ་ཚང,23
བཟོ་འདྲ,23
གཏུབ,23
གི,23
གཟན,23
དབུགས,23
མཐུག,22
ལས་རྒྱུ,22
ཨོཾ,22
ལྗིད,22
བསམ་པའི་དོན,22
རྨ,22
དུར,22
རཱ,22
ཧ་མ་གོ,22
འཛོམས,22
བརྒལ,22
སྙིགས,22
ཧ་ཧ,22
-ཁོ,22
འབྲུག,22
ཉོབ,22
འདུས་མ,22
པེ,22
ད་ག་ནང,22
གཡུང,22
འཕར,22
དགའ་ལྡན,22
བལ,22
སྨད,22
མིད,22
བདུད,22
རྩ་བའི་ཁ,21
ཁྱོ,21
ཁམ,21
བླུག,21
མི་གཞན,21
ཆེས,21
རྐྱེན,21
བྲམ,21
ཁྲ,21
ཧུར,21
ཧྲིལ,21
ལས་བྱེད,21
རྫ་ཆུ,21
འགྱིག,21
ཉ,21
སྤུས,21
སྡེབ,21
སྤགས,21
གང་ལྟར,21
དོན་གྲུབ,21
ཟོས,21
པདྨ,21
འབྲིང,21
ཕན་ཐོགས,21
དགེ་བའི་བཤེས,21
སྐུར,21
ཀུན་དགའ,21
འདོར,21
མི་སྲིད,21
འཛམ་བུ,21
ཞེད,21
རང་བྱུང,21
ལོན,21
ཐེབས,21
འཇུ,21
གས,21
འཇོམས,20
ཀརྨ,20
རྩིད,20
འགུལ,20
བསོད་ནམས,20
རྫིག,20
ཁོམ,20
མི་རུང,20
གདགས,20
འདུ་བྱེད,20
བྲན,20
ཡིན་པར,20
མཁོ,20
ཨ་མ,20
ཡང་མིན,20
བསྒྲུབས,20
ཕོག,20
བཙོན,20
བསམས,20
སྦག,20
ཡན་ལག་གི་ཁ,20
ངག་དབང,20
བཙོག,20
རང་གི,20
མ་ཆགས,20
རྭ,20
འཐབ,20
ཡན་ལག་གི,20
མི་རིགས,20
དྭངས,20
་,20
གྱ་ནོམ,20
ནན,20
གཏི,20
གཤིན,20
མི་སྣང,20
འཚམ,20
སེ,20
སུམ་ཅུ་སོ,20
མཆོག,20
སྐེ,20
ལྗོན,20
བཟླས,20
གཞིར,20
ཆམ,19
མི་ལྕོགས,19
དཔེ་མཛོད,19
འུ,19
དམྱལ,19
འཛུལ,19
ཡོན་ཏན,19
ལྷའི,19
རབ་ཏུ་བྱུང,19
གཉའ་ཁྲི་བཙན,19
གང་བྱུང,19
ཟང,19
ན་ཆུང,19
-སྐད,19
ལྐོག,19
ཁྲོ,19
གཅི,19
དྲོད,19
སྟ,19
འདབ,19
དལ,19
གཉའ་ཁྲི,19
གཎྜཱི,19
གོ་སྒྲིག,19
འགྲོ་བ,19
རོང,19
བཞུར,19
ཕུགས,19
རླབས,19
གུ,19
ཆོས་མངོན,19
མཐའ་གཅིག,19
སོ་སོར,19
བསད,19
བཙོང,19
བཀུར,19
ལྗང,18
རྩི,18
ཁོངས,18
ཀན,18
དྲུང,18
དཔེར་བཞག,18
འགྲིམ,18
ཏུན,18
དེ་ལ་བརྟེན,18
དོན་དམ,18
རྒྱུན་རིང,18
པོ,18
ཡིན་ས,18
-ཁོང,18
པི,18
ཙོང་ཁ,18
སྣོད,18
ཨན,18
སྦང,18
ངུ,18
དཀྲིས,18
སྐུད,18
ཁྲིམས,18
ཞོག,18
ངར,18
ཏང,18
བོན,18
སྤྲིན,18
་་,18
རྗེ་རིན,18
རྨོ,18
གྲོངས,18
མཁྲེགས,18
གཡོན,18
མ་ཚང,18
བསྔོ,18
-མི,18
བསྡམ,18
ཡབ,18
གཅེས,18
ཨམ,18
མིའི,18
སྒྲོན,18
རྣོན,18
ཀླད,18
དབྱངས,18
སྩལ,18
ཨ་ནེ,18
མི་མང,17
རས,17
ཁྲུས,17
དེ་ནང,17
ཡ་མཚན,17
གསོག,17
ཨིན,17
ཞག,17
གལ་རྒུ,17
གདམ,17
བྱེད་པ,17
དགྱེས,17
ཟན,17
འཇོན,17
ཁུངས,17
དྲགས,17
-ལས,17
བོད་བརྒྱུད་ནང,17
དབུ་མ,17
འོད་གསལ,17
གདིང,17
རྔན,17
བསངས,17
གཟུངས,17
རིམ་པ,17
དུམ,17
གེ་སར,17
མ་ཤ,17
གཏིང་ཟབ,17
མི་ཆོག,17
དགེ་ལུགས,17
རྗེ་རིན་པོ,17
རྒས,17
སྐལ་བཟང,17
དྲིལ,17
བསྒོམས,17
བོད་བརྒྱུད,17
འཆལ,17
བརྙས,17
ཡངས,17
-འོ,17
རྒྱལ་པོ,17
ལྟོ,17
འབོད,17
ཤུག,17
སྲན,17
བརྒྱན,17
བླ་ན,16
-འདི,16
བསྩལ,16
བབ,16
འཁྲུག,16
མཐོ་རིམ,16
ཧཱུཾ,16
གཅིག་པ,16
ཆོལ,16
བླ་ན་མེད,16
ཚིགས,16
བསྐྱོད,16
-བོད,16
རྣལ་འབྱོར,16
སྣུམ,16
བསྔགས,16
བཤམས,16
འཆིང,16
ཚགས་ཚུད,16
ངོ་ཤེས,16
ས་གོང,16
-སྤྱིར,16
ཧི,16
སེར་ཤུལ,16
ཕྱེས,16
རྔུབ,16
གཅད,16
བྱམས་པ,16
དེར,16
ཕྱིར་འོང,16
སེམས་ཅན,16
རྩིག,16
སོས,16
སྔགས,16
གང་ཐུབ,16
གང་བྱུང་མང,16
སྐྱབས་མགོན,16
པང,16
ཁེངས,16
ཡིད་ཆེས,16
མེད་པ,16
ཕལ་ཆེ,16
འཆང,16
-རེད,16
རྒྱགས,16
གཞིས་ཀ,16
སྤེན,16
སྤྱན་རས,16
མ་ཡོང,16
སེམས་ཅན་ཐམས,16
རབ་བྱུང,16
གཅན,16
མཆེ,16
ཁྱེར,16
རྟུལ,16
གཅིག་པ་གཅིག,15
རེས,15
སྟག,15
རྒྱ་ཆེ,15
ཨེམ་ཆི,15
མི་ཡོང,15
ཡས,15
ཧྥ,15
དུས་མ་ཡིན,15
ལྟར,15
རྣམ་པར་དག,15
སྒེར,15
ཟུང,15
མི་འདོད,15
ཐེག་ཆེན,15
སྤ,15
བཅང,15
ཟློས,15
མཛུབ,15
ཡུ,15
སུན,15
མི་ཚང,15
བབས,15
ཧི་མ,15
དེ་གྲས,15
ཕྱུ,15
གཅེར,15
བཀོལ,15
དངོས་ཡོད,15
-ཚེ,15
-དཔེར,15
མ་རག,15
རྩ་ཆེན,15
རྐུབ,15
རློན,15
གཏུགས,15
ཁེར,15
བསྒྲིགས,15
-དཔེ,15
ལམ་ཤེས,15
སྲབ,15
ཀྱེ,15
དཔྱིད,15
མི་འགྲོ,15
བཞེད,15
ཐམས་ཅད,15
བཅུ་གཅིག,15
ལྡང,15
ཡོད་ན་མེད,15
གཡོག,15
དངོས་ཡོད་གནས,15
བཅར,15
དགོན་པ,15
དུས་མ,15
དུ་འགྲོ,15
སྐྱོང,15
འཕེན,15
ལྡོག,15
ཕུར,14
-བཀྲ,14
དགའ་ལྡན་ཕོ,14
གཏོད,14
འདམ,14
མ་གོ,14
སེན,14
རྣམས,14
-སྔོན,14
འཕུལ,14
སྤྱི་ཚོགས,14
བྱེ་བྲག,14
ཞན,14
ལྷས,14
མདོར་བསྡུས,14
-ཡ,14
སྦྲ,14
དེ་བས,14
མཆིལ,14
ཛ,14
ཀུན་རྫོབ,14
འཁྲུངས,14
དང་པོ,14
རོ་མྱང,14
-དང,14
འདང,14
བསྐྲད,14
མ་བདེ,14
ཕན་འདོགས,14
ཐོས་བསམ,14
ཆེད་མཁས,14
ཁྱུ,14
ཕྱུགས,14
བཞེངས,14
རྒྱལ་བ,14
བཙོ,14
ཚད་མེད,14
-བཀྲ་ཤིས,14
སྣམ,14
ཧྥ་རན,14
དཔང,14
སོ་སོར་ཐར,14
ཐ་མལ,14
དབུལ,14
མ་མཐུན,14
སོ་སོ,14
ཕྱུག,14
ཕོར,14
ཧི་མ་ལ,13
གཞན་དུ,13
མཚན་མ,13
ཚུན,13
མ་དགོས,13
སྤོས,13
ལྟས,13
རྗེ་ཙོང་ཁ,13
གདམས,13
ཟངས,13
རང་གི་ས,13
དོད,13
ཟམ,13
འགྲམ,13
ག་པ,13
སྐ,13
ཡོད་ཡོད,13
ག་པ་ག,13
འདི་འདྲ,13
སྐྱབས་མགོན་རིན,13
རྗེ་ཙོང,13
བསྲེག,13
སློག,13
ཅོག,13
-མཚམས,13
སྲི,13
